Date,Store Name,City,Item Description,Bottles Sold,Sale (Dollars)
09/28/2022,CASEY'S GENERAL STORE #2523 / MONROE,MONROE,SMIRNOFF 80PRF,5,$61.90
09/28/2022,HY-VEE FOOD STORE / KEOKUK,KEOKUK,CAPTAIN MORGAN ORIGINAL SPICED,150,"$4,050.00"
09/28/2022,BROTHER'S MARKET WINE AND SPIRITS,SIGOURNEY,DEKUYPER BLUE CURACAO,1,$7.88
09/28/2022,HY-VEE FOOD STORE #2 / IOWA CITY,IOWA CITY,BLUE OX VODKA,6,$67.80
09/28/2022,TARGET STORE T-1113 / CORALVILLE,CORALVILLE,EVAN WILLIAMS BLACK,12,$153.00
09/28/2022,SAM'S CLUB 6568 / AMES,AMES,UV BLUE RASPBERRY,12,$135.00
09/28/2022,WAL-MART 0892 / ANKENY,ANKENY,OLE SMOKY SALTY CARAMEL WHISKEY,6,$99.00
09/29/2022,CASEY'S GENERAL STORE #3244 / URBANDALE,URBANDALE,HAWKEYE VODKA PET,12,$60.36
09/29/2022,ROYAL MART / DES MOINES,DES MOINES,TORTILLA WHITE,2,$18.60
09/29/2022,HY-VEE FOOD STORE #1 / MASON CITY,MASON CITY,PLATINUM 10X VODKA,3,$45.00
09/29/2022,HY-VEE / PLEASANT HILL,PLEASANT HILL,HAWKEYE VODKA PET,24,$120.72
09/29/2022,HAPPY'S WINE & SPIRITS WHOLESALE,CEDAR FALLS,LAPHROAIG SELECT,1,$40.50
09/30/2022,B S MINI MART INC,BURLINGTON,TRULY PINEAPPLE MANGO MINI,12,$77.40
09/30/2022,FAREWAY STORES #589 / DECORAH,DECORAH,CROWN ROYAL W/NFL JERSEY BAG,1,$26.24
09/30/2022,KAREN'S SPIRITS AND WINE,FORT DODGE,BULLEIT BOURBON WHISKEY W/ MUG,2,$52.48
09/30/2022,HY-VEE #3 / DUBUQUE,DUBUQUE,EVERCLEAR 151,4,$54.00
09/30/2022,HY-VEE WINE AND SPIRITS / HUMBOLDT,HUMBOLDT,BACARDI LIMON,12,$171.00
09/30/2022,JIM AND CHARLIES AFFILIATED,ALBIA,FIREBALL CINNAMON WHISKEY,12,$204.12
10/03/2022,HY-VEE FOOD STORE / FLEUR / DSM,DES MOINES,CROWN ROYAL PEACH,60,"$1,574.40"
10/03/2022,HY-VEE FOOD STORE / CORALVILLE,CORALVILLE,NEW AMSTERDAM GIN,6,$135.00
10/03/2022,BENZ DISTRIBUTING,CEDAR RAPIDS,SELVAREY WHITE RUM,6,$171.00
10/03/2022,BEECHER LIQUOR / DUBUQUE,DUBUQUE,JIM BEAM,12,$234.00
10/03/2022,KUM & GO #438 / MUSCATINE,MUSCATINE,CROWN ROYAL REGAL APPLE MINI,2,$29.86
10/03/2022,BENZ DISTRIBUTING,CEDAR RAPIDS,CROWN ROYAL,6,$305.94
10/03/2022,"CENTRAL CITY LIQUOR, INC.",DES MOINES,KAVALAN CLASSIC SINGLE MALT WHISKEY,6,$414.00
10/03/2022,WESTSIDE SPIRITS / CEDAR RAPIDS,CEDAR RAPIDS,DEKUYPER HOT DAMN! 100PRF,2,$20.32
10/03/2022,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,DAVENPORT,PINNACLE,6,$90.00
10/03/2022,NORTHSIDE ONE STOP / HAMPTON,HAMPTON,BEAMS 8 STAR BL WHISKEY,3,$36.00
10/04/2022,MINI-MART / INDEPENDENCE,INDEPENDENCE,SEAGRAMS 7 CROWN,12,$63.00
10/04/2022,HY-VEE FOOD STORE / CARROLL,CARROLL,JIM BEAM PET,12,$387.00
10/04/2022,HY-VEE FOOD STORE / MARSHALLTOWN,MARSHALLTOWN,CROWN ROYAL VANILLA,6,$157.44
10/04/2022,CENTRAL CITY 2,DES MOINES,PHILLIPS GIN,24,$157.68
10/04/2022,HY-VEE FOOD STORE #2 / STATE ANKENY,ANKENY,PINNACLE,12,$180.00
10/04/2022,THE OX & WREN SPIRITS AND GIFTS,CRESCO,PHILLIPS ROOT BEER SCHNAPPS,2,$16.50
10/04/2022,CASEY'S GENERAL STORE #3322 / IOWA CITY,IOWA CITY,TITOS HANDMADE VODKA,12,$180.00
10/04/2022,HY-VEE FOOD STORE #2 / STATE ANKENY,ANKENY,LARCENY BARREL PROOF,1,$45.00
10/04/2022,LIQUOR DOWNTOWN / IOWA CITY,IOWA CITY,NEW AMSTERDAM PINK WHITNEY MINI,120,$830.40
10/04/2022,CIRCLE S BLUFF STOP,SERGEANT BLUFF,BACARDI SUPERIOR,3,$69.75
10/04/2022,HY-VEE / CHARLES CITY,CHARLES CITY,BURNETTS VODKA 80PRF,6,$76.50
10/05/2022,ONE STOP SHOP #3 / ALGONA,ALGONA,FIREBALL CINNAMON WHISKEY,48,$64.80
10/05/2022,HY-VEE FOOD STORE / ALTOONA,ALTOONA,FRIS DANISH VODKA,300,"$3,822.00"
10/05/2022,HY-VEE / WINDSOR HEIGHTS,WINDSOR HEIGHTS,GLENFIDDICH 14YR,1,$45.00
10/05/2022,HY-VEE FOOD STORE / OSKALOOSA,OSKALOOSA,JIM BEAM,12,$198.00
10/05/2022,FORBES LIQUOR LOCKER / REMI,SPIRIT LAKE,SMIRNOFF 80PRF,24,$179.76
10/05/2022,CASEY'S GENERAL STORE #1684 / EMMETSBURG,EMMETSBURG,REVELTON WHISKEY AND CREAM LIQUEUR,6,$130.50
10/05/2022,QUICK STOP / CEDAR RAPIDS,CEDAR RAPIDS,WILD TURKEY 101,12,$121.56
10/05/2022,WAL-MART 2714 / SPENCER,SPENCER,BAILEYS ORIGINAL IRISH CREAM,12,$296.88
10/05/2022,SONNY'S SUPER MARKET / WEST POINT,WEST POINT,TITOS HANDMADE VODKA,24,$474.24
10/05/2022,CASEY'S GENERAL STORE #2787 / CEDAR RAPIDS,CEDAR RAPIDS,TITOS HANDMADE VODKA,36,$292.68
10/05/2022,FORT MADISON TOBACCO AND LIQUOR OUTLET PLUS / FORT MADISON,FORT MADISON,99 PEPPERMINT MINI,10,$77.40
10/06/2022,TARGET STORE T-2041 / DES MOINES,DES MOINES,CAPTAIN MORGAN WHITE,12,$148.68
10/06/2022,TOBACCO HUT & LIQUOR,COUNCIL BLUFFS,BACARDI SUPERIOR,2,$15.00
10/06/2022,KUM & GO #0185 / BONDURANT,BONDURANT,BLUE OX VODKA,4,$45.20
10/06/2022,WORLD LIQUOR & TOBACCO + VAPORS / AMES,AMES,TANQUERAY GIN,5,$104.95
10/07/2022,HY-VEE FOOD STORE #1 / OTTUMWA,OTTUMWA,GREY GOOSE,12,$270.00
10/07/2022,QUIK TRIP #531 / GRIMES,GRIMES,SMIRNOFF 80PRF MINI,2,$22.42
10/07/2022,HY-VEE FOOD STORE #1 / OTTUMWA,OTTUMWA,KINKY GREEN,6,$90.00
10/07/2022,WAL-MART 1621 / CENTERVILLE,CENTERVILLE,CALIBER SPICED RUM,6,$66.18
10/07/2022,RICHMOND & FERRY BP,OTTUMWA,MCCORMICK 80PRF VODKA PET,24,$64.80
10/07/2022,CASEY'S GENERAL STORE # 2698/ PERRY,PERRY,UV GRAPE,2,$21.00
10/07/2022,JET STOP BURLINGTON SOUTH / BURLINGTON,BURLINGTON,OLD CROW,12,$99.00
10/09/2022,HY-VEE FOOD STORE #3 / WATERLOO,WATERLOO,ABSOLUT SWEDISH VODKA 80PRF,6,$179.94
10/10/2022,CENTRAL CITY 2,DES MOINES,ELIJAH CRAIG 18YR SINGLE BARREL,1,$112.50
10/10/2022,JIM'S FOODS  /  CEDAR RAPIDS,CEDAR RAPIDS,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR,3,$32.67
10/10/2022,FAREWAY STORES #025 / CLINTON,CLINTON,CANADIAN CLUB WHISKY,24,$522.00
10/10/2022,HY-VEE WINE AND SPIRITS / WDM,WEST DES MOINES,PARAMOUNT WHITE RUM,6,$67.50
10/10/2022,TIPTON FAMILY FOODS,TIPTON,JOHNNIE WALKER BLACK,3,$98.97
10/10/2022,HY-VEE WINE & SPIRITS / MUSCATINE,MUSCATINE,FLEISCHMANNS 80PRF VODKA,24,$234.00
10/10/2022,EZ STOP 1 / DUBUQUE,DUBUQUE,TITOS HANDMADE VODKA,12,$180.00
10/10/2022,HY-VEE WINE AND SPIRITS / WDM,WEST DES MOINES,OLE SMOKY PICKLES MOONSHINE,12,$234.00
10/10/2022,SID'S BEVERAGE SHOP,DUBUQUE,DI AMORE AMARETTO,5,$45.00
10/10/2022,HY-VEE WINE AND SPIRITS / STORM LAKE,STORM LAKE,CROWN ROYAL,2,$25.48
10/10/2022,CAMANCHE FOOD PRIDE,CAMANCHE,CAPTAIN MORGAN ORIGINAL SPICED,12,$224.88
10/10/2022,SID'S BEVERAGE SHOP,DUBUQUE,99 ORANGES MINI,1,$7.74
10/10/2022,KC BROTHERS,DAVENPORT,SEAGRAMS EXTRA DRY GIN,48,$70.08
10/10/2022,GRIEDER BEVERAGE DEPOT,BELLE PLAINE,ABSOLUT CITRON,2,$44.98
10/11/2022,THE HUT 23,ONAWA,WILD TURKEY AMERICAN HONEY,4,$84.00
10/11/2022,HY-VEE FOOD STORE / INDIANOLA,INDIANOLA,OLE SMOKY BUTTER PECAN MOONSHINE MINI,8,$105.04
10/11/2022,STAMMER LIQUOR CORP,SHELDON,NEW AMSTERDAM 80PRF,3,$8.97
10/11/2022,QUICK CORNER / HAWARDEN,HAWARDEN,CHI-CHI'S CHOCOLATE MALT,6,$58.50
10/11/2022,WAL-MART 1241 / DAVENPORT,DAVENPORT,ABSOLUT CITRON,12,$179.88
10/11/2022,HY-VEE #5 / DAVENPORT,DAVENPORT,JIM BEAM APPLE,12,$198.00
10/11/2022,FAREWAY STORES #683 / WINTERSET,WINTERSET,BARTON NATURALS VODKA,6,$62.28
10/11/2022,HY-VEE WINE AND SPIRITS / DENISON,DENISON,EVAN WILLIAMS BOTTLED IN BOND,1,$15.00
10/11/2022,TODD'S SHELL / ROCK RAPIDS,ROCK RAPIDS,PATRON REPOSADO 200ML,1,$15.33
10/11/2022,HY-VEE FOOD STORE / MARSHALLTOWN,MARSHALLTOWN,ST GEORGE BALLER SINGLE MALT WHISKEY,1,$37.50
10/12/2022,WAL-MART 1764 / WINDSOR HEIGHTS,WINDSOR HEIGHTS,CAPTAIN MORGAN PINEAPPLE,12,$148.68
10/12/2022,HY-VEE FOOD STORE #1636 / SPENCER,SPENCER,CAPTAIN MORGAN ORANGE VANILLA TWIST,2,$27.18
10/12/2022,KUM & GO #92 / ANKENY,ANKENY,ABSOLUT SWEDISH VODKA 80PRF,2,$29.98
10/12/2022,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,DAVENPORT,ARROW CREME DE CACAO WHITE,3,$21.33
10/12/2022,TARGET STORE T-1170 / AMES,AMES,JACK DANIELS TENNESSEE FIRE,12,$286.44
10/12/2022,LIQUOR LOVERS / ANKENY,ANKENY,HENNESSY VS,12,$224.88
10/12/2022,HY-VEE FOOD STORE #1 / NEWTON,NEWTON,ESPOLON BLANCO,12,$270.00
10/12/2022,QUALITY QUICK STOP,FAIRFIELD,JACK DANIELS OLD #7 BLACK LABEL,12,$286.44
10/12/2022,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,TITOS HANDMADE VODKA,6,$31.44
10/12/2022,CASEY'S GENERAL STORE #1548 / ANKENY,ANKENY,BLACK VELVET,6,$94.08
10/12/2022,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,NEW AMSTERDAM GIN,6,$135.00
10/13/2022,TOBACCO OUTLET PLUS #560 / CEDAR RAPIDS,CEDAR RAPIDS,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,$77.40
10/13/2022,CASEY'S #3953 / DES MOINES,DES MOINES,OLE SMOKY MOONSHINE PINEAPPLES,2,$39.00
10/13/2022,WAL-MART 0753 / CEDAR FALLS,CEDAR FALLS,ESPOLON REPOSADO,12,$297.00
10/13/2022,TOBACCO HUT & LIQUOR,COUNCIL BLUFFS,99 CINNAMON MINI,1,$7.74
10/13/2022,SAM'S CLUB 8162 / CEDAR RAPIDS,CEDAR RAPIDS,SOUTHERN COMFORT PET,6,$182.34
10/13/2022,HY-VEE FOOD STORE #3 / WATERLOO,WATERLOO,JIM BEAM DOUBLE OAK,12,$252.00
10/13/2022,HY-VEE FOOD STORE #1 / MASON CITY,MASON CITY,LAUDERS PET,2,$18.76
10/13/2022,GARY'S FOODS / MT VERNON,MOUNT VERNON,GREY GOOSE,6,$135.00
10/14/2022,CASH SAVER #34 / DES MOINES,DES MOINES,MARGARITAVILLE SILVER TEQUILA,12,$135.24
10/14/2022,FAREWAY STORES #114 / DUBUQUE,DUBUQUE,ARROW PEACH SCHNAPPS,6,$42.66
10/14/2022,NORTH SCOTT FOODS,ELDRIDGE,HAWKEYE VODKA,12,$73.80
10/14/2022,CASEY'S GENERAL STORE #1081 / FONTANELLE,FONTANELLE,JACK DANIELS OLD #7 BLACK LABEL FLAT,24,$288.00
10/14/2022,HY-VEE FOOD STORE / MARION,MARION,NIKOLAI VODKA,12,$124.56
10/14/2022,HY-VEE FOOD STORE / LEON,LEON,SMIRNOFF 80PRF,6,$74.28
10/14/2022,BEST TRIP,DES MOINES,WILD TURKEY 101,12,$121.56
10/14/2022,ROY'S FOODLAND,SHELLSBURG,FIVE O'CLOCK VODKA,6,$67.50
10/14/2022,HOMETOWN FOODS / PANORA,PANORA,POPOV 80PRF,12,$81.00
10/14/2022,BREW OIL #41 / ALBERT CITY,ALBERT CITY,FIVE O'CLOCK VODKA,24,$69.60
10/14/2022,CVS / PHARMACY #10161 / DES MOINES,DES MOINES,BACARDI SUPERIOR PET,12,$157.68
10/14/2022,WAL-MART 0646 / ANAMOSA,ANAMOSA,CAPTAIN MORGAN LONG ISLAND ICED TEA,6,$99.00
10/14/2022,FAREWAY STORES #983 / GRIMES,GRIMES,ADMIRAL NELSON SPICED,6,$103.98
10/17/2022,FAREWAY STORES #193 / TIFFIN,TIFFIN,REMY MARTIN VSOP,1,$40.47
10/17/2022,CASEY'S GENERAL STORE #3082 / CARROLL,CARROLL,CROWN ROYAL PEACH,12,$314.88
10/17/2022,WESTSIDE SPIRITS / CEDAR RAPIDS,CEDAR RAPIDS,NATURAL LIGHT STRAWBERRY LEMONADE VODKA MINI,1,$6.90
10/17/2022,TIPTON FAMILY FOODS,TIPTON,BLACK VELVET PEACH CANADIAN WHISKEY,24,$376.32
10/17/2022,HY-VEE #7 / CEDAR RAPIDS,CEDAR RAPIDS,JOHNNIE WALKER RED,3,$60.75
10/17/2022,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,WEST DES MOINES,BAILEYS SMORES,12,$296.88
10/17/2022,BENZ DISTRIBUTING,CEDAR RAPIDS,CRUZAN COCONUT,12,$126.00
10/17/2022,HY-VEE WINE & SPIRITS #2 / DAVENPORT,DAVENPORT,GORDONS GIN LONDON DRY PET,6,$107.94
10/17/2022,GOLDEN MART,DAVENPORT,CROWN ROYAL MINI,10,$149.30
10/17/2022,WAL-MART 5115 / DAVENPORT,DAVENPORT,DON JULIO BLANCO,6,$278.94
10/17/2022,HY-VEE FOOD STORE / IOWA FALLS,IOWA FALLS,BLACK VELVET,24,$238.80
10/17/2022,KUM & GO #1436 / MUSCATINE,MUSCATINE,CAPTAIN MORGAN ORIGINAL SPICED BARREL,1,$27.00
10/17/2022,HY-VEE FOOD STORE / MUSCATINE,MUSCATINE,ABSOLUT MANGO,1,$14.99
10/18/2022,HY-VEE WINE AND SPIRITS / WATERLOO,WATERLOO,GREY GOOSE,2,$79.50
10/18/2022,WAL-MART 1732 / DENISON,DENISON,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,$77.40
10/18/2022,PRIME MART / WATERLOO,WATERLOO,JOSE CUERVO ESPECIAL SILVER MINI,5,$92.50
10/18/2022,PRIME MART / WATERLOO,WATERLOO,BLACK VELVET,6,$94.08
10/18/2022,FAREWAY STORES #922 / NEW HAMPTON,NEW HAMPTON,BLACK VELVET TOASTED CARAMEL,12,$188.16
10/18/2022,"CENTRAL MART I, LLC.",SIOUX CITY,FIREBALL CINNAMON WHISKEY PET,6,$138.00
10/18/2022,HY-VEE WINE AND SPIRITS / BETTENDORF,BETTENDORF,JIM BEAM BLACK,6,$211.50
10/18/2022,RODGERS SPIRITS AND MORE,WINTERSET,CROWN ROYAL REGAL APPLE,6,$76.44
10/18/2022,HY-VEE FOOD STORE #4 / SIOUX CITY,SIOUX CITY,"SMIRNOFF RED, WHITE & BERRY MINI",12,$134.52
10/19/2022,TARGET STORE T-1113 / CORALVILLE,CORALVILLE,ON THE ROCKS COCKTAILS ESPRESSO MARTINI,24,$234.00
10/19/2022,CASEY'S GENERAL STORE #2920 / ANKENY,ANKENY,OLE SMOKY BUTTER PECAN MOONSHINE MINI,4,$52.52
10/19/2022,HY-VEE FOOD STORE #1636 / SPENCER,SPENCER,NIKOLAI VODKA,12,$58.92
10/19/2022,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,COUNCIL BLUFFS,CANADIAN LTD WHISKY PET,12,$112.56
10/19/2022,SUPER SAVER IV,COUNCIL BLUFFS,FIREBALL CINNAMON WHISKEY MINI DISPENSER,4,$154.80
10/19/2022,CORK AND BOTTLE / OSKALOOSA,OSKALOOSA,TEQUILA ROSE LIQUEUR MINI,1,$6.45
10/19/2022,HY-VEE  #2 / AMES,AMES,BACARDI SUPERIOR MINI,1,$8.31
10/19/2022,HY-VEE FOOD STORE #1 / NEWTON,NEWTON,CANADIAN LTD WHISKY,6,$90.00
10/19/2022,MT. PLEASANT FAST BREAK,MOUNT PLEASANT,CAPTAIN MORGAN CHERRY VANILLA,2,$27.18
10/19/2022,HY-VEE DRUGSTORE / OTTUMWA,OTTUMWA,BENCHMARK OLD NO 8,12,$126.00
10/20/2022,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,PAUL MASSON APPLE GRANDE AMBER BRANDY,4,$38.48
10/20/2022,FAREWAY STORES #386 / AMES,AMES,HORNITOS REPOSADO,3,$65.25
10/20/2022,HY-VEE / WAVERLY,WAVERLY,PARAMOUNT PEPPERMINT SCHNAPPS,12,$77.04
10/20/2022,AJ'S LIQUOR II,AMES,DR MCGILLICUDDYS APPLE PIE,3,$38.97
10/20/2022,FAREWAY STORES #151 / CEDAR RAPIDS,CEDAR RAPIDS,SKOL VODKA,6,$64.02
10/20/2022,HAPPY'S WINE & SPIRITS,CEDAR FALLS,CLAN MACGREGOR SCOTCH,6,$101.28
10/21/2022,CASEY'S GENERAL STORE #2256 - DEWITT,DEWITT,SMIRNOFF 80PRF,3,$66.39
10/21/2022,HY-VEE #1044 / BURLINGTON,BURLINGTON,SEAGRAMS EXTRA SMOOTH VODKA,4,$32.28
10/21/2022,CASEY'S GENERAL STORE #2551 / WOODWARD,WOODWARD,TRULY PINEAPPLE MANGO,6,$76.50
10/21/2022,HY-VEE FOOD STORE / LEON,LEON,BOMBAY SAPPHIRE GIN,2,$42.00
10/21/2022,FINE LIQUOR & TOBACCO,OTTUMWA,CIROC APPLE,6,$148.44
10/21/2022,EHLINGER'S VINTON EXPRESS,VINTON,LORD CALVERT,2,$30.00
10/21/2022,HY-VEE FOOD STORE / CENTERVILLE,CENTERVILLE,BLUE OX VODKA PET,12,$67.32
10/21/2022,HY-VEE FORT DODGE WINE AND SPIRITS,FORT DODGE,ADMIRAL NELSON SPICED,60,"$1,039.80"
10/21/2022,RICHMOND & FERRY BP,OTTUMWA,HAWKEYE VODKA,24,$66.96
10/21/2022,CASEY'S GENERAL STORE #2594 / WALKER,WALKER,KINKY PINK MINI,6,$43.56
10/21/2022,HY-VEE FOOD STORE / MOUNT AYR,MOUNT AYR,OLE SMOKY SALTY CARAMEL WHISKEY,6,$99.00
10/21/2022,HY-VEE FOOD STORE / CENTERVILLE,CENTERVILLE,GLENFIDDICH 14YR,3,$135.00
10/21/2022,DING'S HONK'N HOLLER,CLARINDA,SKREWBALL PEANUT BUTTER WHISKEY MINI KREW PACKAGE,1,$16.80
10/21/2022,FREEMAN FOODS OF NORTH ENGLISH,NORTH ENGLISH,SMIRNOFF KISSED CARAMEL,12,$148.56
10/21/2022,HY-VEE / GRIMES,GRIMES,HENNESSY VS,12,$413.88
10/21/2022,CASH SAVER #33 / DES MOINES,DES MOINES,NIKOLAI VODKA,12,$58.92
10/24/2022,HY-VEE FOOD STORE #5 / DES MOINES,DES MOINES,BLACK VELVET TOASTED CARAMEL,6,$94.08
10/24/2022,GM MINIMART / MUSCATINE,MUSCATINE,CAPTAIN MORGAN ORIGINAL SPICED PET,48,$215.52
10/24/2022,HY-VEE FOOD STORE / MUSCATINE,MUSCATINE,LUNAZUL BLANCO,1,$32.25
10/24/2022,HY-VEE #3 / BDI / DES MOINES,DES MOINES,CANADIAN MIST WHISKY,3,$29.85
10/24/2022,BEER THIRTY CARROLL / CARROLL,CARROLL,KORSKI VODKA,6,$65.28
10/24/2022,HY-VEE #4 / WDM,WEST DES MOINES,TOKI SUNTORY JAPANESE WHISKY,2,$62.98
10/24/2022,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,WEST DES MOINES,ST GEORGE BALLER SINGLE MALT WHISKEY,12,$450.00
10/24/2022,HY-VEE FOOD AND DRUG / CLINTON,CLINTON,SOUTHERN COMFORT,12,$186.00
10/24/2022,NEW STAR MART  /  NEWTON,NEWTON,BLACK VELVET,48,$112.32
10/25/2022,HY-VEE FOOD STORE / MARSHALLTOWN,MARSHALLTOWN,HENNESSY VS,3,$33.72
10/25/2022,HY-VEE / WAUKEE,WAUKEE,PARAMOUNT CREME DE MENTHE GREEN,3,$22.50
10/25/2022,QUICK CORNER / HAWARDEN,HAWARDEN,PATRON SILVER,12,$504.00
10/25/2022,CASEY'S #2866-WATERLOO,WATERLOO,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,$77.40
10/25/2022,L&M MIGHTY SHOP,IOWA CITY,PAUL MASSON GRANDE AMBER BRANDY VS,12,$35.28
10/25/2022,JOHNCY'S LIQUOR STORE,NORTH LIBERTY,GLENFIDDICH 15YR SOLERA RESERVA,3,$173.25
10/26/2022,HY-VEE FOOD STORE / ALTOONA,ALTOONA,BLANTONS BOURBON,6,$258.78
10/26/2022,HY-VEE FOOD STORE / FORT MADISON,FORT MADISON,JOSE CUERVO AUTHENTIC MANGO MARGARITA,2,$26.22
10/26/2022,BANCROFT LIQUOR STORE,BANCROFT,DEKUYPER LUSCIOUS PEACHTREE,12,$141.72
10/26/2022,HY-VEE FOOD STORE / IOWA CITY,IOWA CITY,SMIRNOFF 80PRF PET,24,$297.12
10/26/2022,"UPTOWN LIQUOR, LLC",FOREST CITY,OLE SMOKY WHITE CHOCOLATE STRAWBERRY CREAM,6,$117.00
10/27/2022,HY-VEE FOOD STORE #3 / DES MOINES,DES MOINES,JOHNNIE WALKER RED,12,$243.00
10/27/2022,HY-VEE FOOD STORE #2 / STATE ANKENY,ANKENY,FRIS DANISH VODKA MINI,36,$232.20
10/27/2022,"CENTRAL CITY LIQUOR, INC.",DES MOINES,THE ORIGINAL PICKLE SHOT SPICY PICKLE VODKA,12,$135.00
10/27/2022,WAL-MART 1965 / COUNCIL BLUFFS,COUNCIL BLUFFS,KAHLUA COFFEE,12,$260.88
10/27/2022,HY-VEE FAST & FRESH - DES MOINES,URBANDALE,BLACK VELVET MINI,2,$25.50
10/27/2022,KUM & GO #184 / ALTOONA,ALTOONA,BUFFALO TRACE BOURBON CREAM,1,$15.60
10/27/2022,KUM & GO #129  /  JOHNSTON,JOHNSTON,BASIL HAYDEN TOAST,6,$225.00
10/28/2022,HY-VEE FOOD STORE / CHARITON,CHARITON,DEKUYPER LUSCIOUS PEACHTREE,1,$11.81
10/28/2022,HY-VEE FOOD STORE / CLARINDA,CLARINDA,KRAKEN BLACK SPICED RUM,2,$31.36
10/28/2022,821 SQ LIQUOR / DES MOINES,DES MOINES,TITOS HANDMADE VODKA,12,$97.56
10/28/2022,HY-VEE #2 / DUBUQUE,DUBUQUE,DOS HOMBRES MEZCAL,1,$48.75
10/28/2022,HOMETOWN FOODS / STUART,STUART,HAWKEYE VODKA,24,$66.96
10/28/2022,KUM & GO #237 / GRIMES,GRIMES,JOSE CUERVO ESPECIAL REPOSADO MINI,1,$18.50
10/28/2022,CASEY'S GENERAL STORE #2813 / FORT DODGE,FORT DODGE,HAWKEYE VODKA,2,$21.52
10/28/2022,HY-VEE FORT DODGE WINE AND SPIRITS,FORT DODGE,RICH & RARE RESERVE,3,$29.25
10/28/2022,FAREWAY STORES #137 / POLK CITY,POLK CITY,FRIS DANISH VODKA,6,$76.44
10/28/2022,FRANKLIN STREET FLORAL & GIFT,MONONA,SMIRNOFF BLUEBERRY,2,$24.76
10/28/2022,HY-VEE FOOD STORE / WEBSTER CITY,WEBSTER CITY,UV BLUE RASPBERRY PET,3,$31.50
10/28/2022,"CENTRAL CITY LIQUOR, INC.",DES MOINES,FIREBALL CINNAMON WHISKEY,6,$138.00
10/28/2022,HY-VEE FOOD STORE / LEON,LEON,FIREBALL CINNAMON WHISKEY,6,$138.00
10/28/2022,"BROTHERS MARKET, INC. / CASCADE",CASCADE,BOMBAY SAPPHIRE GIN,2,$49.50
10/28/2022,WAL-MART 0646 / ANAMOSA,ANAMOSA,FIREBALL CINNAMON WHISKEY,6,$138.00
10/28/2022,ANOTHER ROUND / DEWITT,DEWITT,FOUR ROSES BOURBON,12,$225.00
10/28/2022,CASEY'S GENERAL STORE #2512 / HILLS,HILLS,BLUE OX VODKA,12,$65.88
10/31/2022,GIRI'S LIQUOR STORE / WEST LIBERTY,WEST LIBERTY,DON Q PASSION,24,$251.76
10/31/2022,JEFF'S MARKET / WILTON,WILTON,CHI-CHI'S MARGARITA,2,$19.50
10/31/2022,GLIDDEN GROCERY,GLIDDEN,BLACK VELVET APPLE,2,$15.70
10/31/2022,UPTOWN LIQUOR & TOBACCO / CEDAR RAPIDS,CEDAR RAPIDS,HAWKEYE VODKA,12,$73.80
10/31/2022,BENZ DISTRIBUTING,CEDAR RAPIDS,OBAN SINGLE MALT SCOTCH,3,$202.47
10/31/2022,KUM & GO #2091 / ASHWORTH / WDM,WEST DES MOINES,TITOS HANDMADE VODKA MINI,2,$38.40
10/31/2022,FAREWAY STORES #409 / CARROLL,CARROLL,SMIRNOFF PINK LEMONADE MINI,1,$11.21
10/31/2022,CASEY'S GENERAL STORE #2030 / CLINTON,CLINTON,99 APPLES MINI DISPLAY,1,$77.40
10/31/2022,NORTH SIDE LIQUOR & TOBACCO / DUBUQUE,DUBUQUE,JIM BEAM,6,$117.00
10/31/2022,NEW STAR MART  /  NEWTON,NEWTON,HAWKEYE VODKA,6,$64.56
10/31/2022,WEST D LIQUORS,WEST DES MOINES,99 BANANAS,48,$64.32
10/31/2022,KUM & GO #1097 / 50TH WDM,WEST DES MOINES,TITOS HANDMADE VODKA,6,$118.56
10/31/2022,CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS,CEDAR RAPIDS,ABSOLUT SWEDISH VODKA 80PRF,24,$179.76
10/31/2022,WAL-MART 1723 / DES MOINES,DES MOINES,FIVE O'CLOCK VODKA,12,$62.88
11/01/2022,KWIK STOP 3 / WATERLOO,WATERLOO,PAUL MASSON PEACH GRANDE AMBER BRANDY,24,$70.56
11/01/2022,THE CROWN LIQUOR / IOWA CITY,IOWA CITY,KINKY ALOHA,2,$30.00
11/01/2022,CVS PHARMACY #8547 / IOWA CITY,IOWA CITY,ADMIRAL NELSON SPICED,4,$69.32
11/01/2022,KUM & GO #3502 / IOWA CITY,IOWA CITY,NEW AMSTERDAM 80PRF MINI,3,$24.93
11/01/2022,CASEY'S GENERAL STORE #2597 / SLOAN,SLOAN,HAWKEYE VODKA,12,$60.36
