Date,Store Name,City,Item Description,Bottles Sold,Sale (Dollars)
02/27/2024,KIRKWOOD LIQUOR AND TOBACCO / IOWA CITY,IOWA CITY,BURNETTS BLUE RASPBERRY,12,$81.00
02/27/2024,EVANSDALE MARKET PLACE / EVANSDALE,EVANSDALE,CROWN ROYAL,6,$45.00
02/27/2024,CASEY'S GENERAL STORE #1921- ACKLEY,ACKLEY,CAPTAIN MORGAN ORIGINAL SPICED BARREL,6,$170.94
02/27/2024,THE SPOT SMOKE SHOP / INDEPENDENCE,INDEPENDENCE,EIGHT RESERVE BY 818 TEQUILA,1,$135.00
02/27/2024,CASEY'S GENERAL STORE #2431 / SIOUX CENTER,SIOUX CENTER,BLACK VELVET TOASTED CARAMEL,12,$103.32
02/27/2024,SPEEDE SHOP / WINTHROP,WINTHROP,FIREBALL CINNAMON WHISKEY,12,$45.00
02/27/2024,THE OX & WREN SPIRITS AND GIFTS,CRESCO,E & J VS,6,$126.00
02/28/2024,TARGET STORE T-1768 / CEDAR RAPIDS,CEDAR RAPIDS,ON THE ROCKS COCKTAILS KNOB CREEK BOURBON OLD FASHIONED,12,$117.00
02/28/2024,HY-VEE C STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,HAWKEYE VODKA,10,$30.00
02/28/2024,CASEY'S GENERAL STORE #2902 / SPENCER,SPENCER,NEW AMSTERDAM PINK WHITNEY MINI,1,$6.92
02/28/2024,CONOCO / LE GRAND,LE GRAND,BLACK VELVET,2,$33.00
02/28/2024,BEER THIRTY DENISON,DENISON,WINDSOR CANADIAN PET,12,$180.00
02/28/2024,CENTRAL CITY 2,DES MOINES,SOOH 400 CONEJOS MEZCAL,18,$418.50
02/28/2024,SAM'S CLUB 6979 / ANKENY,ANKENY,KNOB CREEK,6,$234.00
02/28/2024,THE BOONEDOCKS,ARNOLDS PARK,DR MCGILLICUDDYS CHERRY,6,$101.28
02/28/2024,HY-VEE (1530) / PLEASANT HILL,PLEASANT HILL,HORSE SOLDIER SMALL BATCH BOURBON WHISKEY,1,$60.00
02/28/2024,FAREWAY STORES #792 / TOLEDO,TOLEDO,KAHLUA COFFEE,2,$44.98
02/28/2024,EXPO LIQUOR,BETTENDORF,BURNETTS VODKA 80PRF,6,$76.50
02/28/2024,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,PARAMOUNT STRAWBERRY SCHNAPPS,2,$15.76
02/28/2024,HY-VEE FOOD STORE (1324) / KEOKUK,KEOKUK,BLACK VELVET,3,$14.64
02/29/2024,CASEY'S GENERAL STORE #3718 / PLEASANT HILL,PLEASANT HILL,99 STRAWBERRIES MINI,1,$77.40
02/29/2024,WAL-MART 1361 / SIOUX CITY,SIOUX CITY,KINKY FRUIT PUNCH,6,$90.00
02/29/2024,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,RABBIT HOLE CAVEHILL,2,$89.94
02/29/2024,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,CEDAR RAPIDS,HAWKEYE VODKA,2,$6.00
02/29/2024,WILKIE LIQUORS,MOUNT VERNON,BRITISH NAVY PUSSERS RUM,6,$120.06
02/29/2024,WILKIE LIQUORS,MOUNT VERNON,JACK DANIELS TENNESSEE FIRE,12,$364.92
02/29/2024,FAREWAY STORES #155 / HUXLEY,HUXLEY,ADMIRAL NELSON SPICED,6,$108.00
02/29/2024,SUPER QUICK MART / WINDSOR HEIGHTS,WINDSOR HEIGHTS,JACK DANIELS TENNESSEE FIRE MINI,1,$17.25
03/01/2024,CASEY'S GENERAL STORE #2899 / DE SOTO,DE SOTO,BLACK VELVET,4,$36.00
03/01/2024,WAL-MART 2004 / DUBUQUE,DUBUQUE,FIREBALL CINNAMON WHISKEY PET,6,$144.00
03/01/2024,CASEY'S GENERAL STORE #2640 / PLEASA,PLEASANTVILLE,HAWKEYE VODKA,12,$63.00
03/01/2024,HY-VEE #3 / DUBUQUE,DUBUQUE,BACARDI SUPERIOR,6,$78.84
03/01/2024,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,COUNCIL BLUFFS,99 BANANAS MINI,1,$77.40
03/01/2024,CENTER POINT FOODS,CENTER POINT,JIM BEAM,5,$82.50
03/01/2024,WAL-MART 0797 / W BURLINGTON,WEST BURLINGTON,MALIBU COCONUT,12,$161.88
03/01/2024,TARGET STORE T-0069 / WDM,WEST DES MOINES,MALIBU PINEAPPLE,12,$161.88
03/01/2024,DECORAH MART / DECORAH,DECORAH,CLAN MACGREGOR SCOTCH,2,$33.76
03/01/2024,CASEY'S GENERAL STORE #3422 / NORWAL,NORWALK,TEREMANA BLANCO TEQUILA,6,$143.22
03/01/2024,SAHOTA FOOD MART,DES MOINES,REMY MARTIN VSOP,12,$503.88
03/01/2024,TEQUILA'S LIQUOR STORE,DES MOINES,BARTON VODKA,7,$11.90
03/03/2024,KWIK SPIRITS #1191 / FORT DODGE,FORT DODGE,SWEAR JAR CANDIED GREEN APPLE,12,$225.00
03/04/2024,FAREWAY STORES #882 / ELDORA,ELDORA,BASIL HAYDEN 10YR,1,$60.00
03/04/2024,SUPERQUICK LIQUOR VINE / WEST DES MOINES,WEST DES MOINES,MCCORMICK 80PRF VODKA,12,$65.52
03/04/2024,HY-VEE #4 / DAVENPORT,DAVENPORT,FLEISCHMANNS 80PRF VODKA,6,$58.50
03/04/2024,ESSENTIALS / CEDAR RAPIDS,CEDAR RAPIDS,GOLDSCHLAGER CINNAMON SCHNAPPS,2,$40.50
03/04/2024,RANDY'S NEIGHBORHOOD MARKET / OSAGE,OSAGE,DEKUYPER STRAWBERRY PUCKER,3,$30.39
03/04/2024,MADELLA WINE AND SPIRITS / BETTENDORF,BETTENDORF,TANQUERAY GIN,12,$287.88
03/05/2024,MARSHALL BEER WINE SPIRITS,MARSHALLTOWN,ESPOLON BLANCO,1,$24.00
03/05/2024,ANDREW COUNTRY MART / ANDREW,ANDREW,CAPTAIN MORGAN WHITE,3,$37.17
03/05/2024,BEECHER LIQUOR / DUBUQUE,DUBUQUE,HA CLASE AZUL PLATA,1,$125.01
03/06/2024,HY-VEE FOOD STORE / SHELDON,SHELDON,PINNACLE,6,$90.00
03/06/2024,KUM & GO #521  /  CORALVILLE,CORALVILLE,HAWKEYE VODKA,24,$72.00
03/06/2024,STAMMER LIQUOR CORP,SHELDON,DR MCGILLICUDDYS MENTHOLMINT,1,$16.88
03/06/2024,CASEY'S #6117 / COUNCIL BLUFFS,COUNCIL BLUFFS,MAKERS MARK,12,$324.00
03/06/2024,FAREWAY STORES #058 / ORANGE CITY,ORANGE CITY,TORTILLA WHITE,12,$132.00
03/06/2024,LIQUOR LOCKER,ROCK RAPIDS,CHI-CHI'S MARGARITA,6,$58.50
03/06/2024,HY-VEE FOOD STORE (1011) / ALTOONA,ALTOONA,RICH & RARE PEACH,12,$99.00
03/06/2024,HY-VEE FOOD STORE (1011) / ALTOONA,ALTOONA,REVELTON WHISKEY AND CREAM LIQUEUR,6,$135.00
03/07/2024,SCHOTTSY'S LIQUOR,SIBLEY,CROWN ROYAL PEACH MINI,1,$8.87
03/07/2024,JOHN'S GROCERY,IOWA CITY,BULLEIT BOURBON,12,$395.88
03/07/2024,HY-VEE #7 / CEDAR RAPIDS,CEDAR RAPIDS,GRAND MARNIER CORDON ROUGE,2,$76.50
03/07/2024,KEOKUK SPIRITS,KEOKUK,J & B RARE SCOTCH,1,$33.75
03/07/2024,KUM & GO #0131 / HUXLEY,HUXLEY,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,$77.40
03/07/2024,ANOTHER ROUND / DEWITT,DEWITT,SMIRNOFF SOURS BERRY LEMON,12,$148.56
03/07/2024,METRO MART #4 / WATERLOO,WATERLOO,FIREBALL CINNAMON WHISKEY,240,$360.00
03/07/2024,HAPPY'S WINE & SPIRITS,CEDAR FALLS,RUMCHATA,2,$24.00
03/07/2024,CORK AND BOTTLE / OSKALOOSA,OSKALOOSA,BENCHMARK SMALL BATCH,1,$12.75
03/07/2024,HY-VEE FOOD STORE #3 (1142) / DES MOINES,DES MOINES,CROWN ROYAL BLACKBERRY,24,$629.76
03/07/2024,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,COURVOISIER VS COGNAC,1,$29.25
03/08/2024,HY-VEE GAS / JOHNSTON,JOHNSTON,NEW AMSTERDAM 80PRF,24,$144.00
03/08/2024,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,CEDAR RAPIDS,CODIGO 1530 TEQUILA BLANCO,1,$37.47
03/08/2024,KUM & GO #28 / NORWALK,NORWALK,BUFFALO TRACE BOURBON,12,$234.00
03/10/2024,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,CEDAR RAPIDS,TANQUERAY GIN,4,$83.96
03/11/2024,SUN MART,DAVENPORT,JAMESON,24,$341.76
03/11/2024,HY-VEE FOOD STORE / ELDORA,ELDORA,WINDSOR CANADIAN PET,6,$90.00
03/11/2024,BENZ DISTRIBUTING,CEDAR RAPIDS,UNCLE NEAREST 1884 SMALL BATCH WHISKEY,3,$119.97
03/11/2024,BENDER'S FOODS,BELLEVUE,CROWN ROYAL BLACKBERRY,24,$629.76
03/11/2024,HY-VEE FOOD STORE (1148) / FLEUR / DSM,DES MOINES,BASIL HAYDEN 8YR,12,$405.00
03/11/2024,HY-VEE DYERSVILLE DOLLAR FRESH,DYERSVILLE,TANQUERAY GIN,3,$62.97
03/11/2024,SUPER STOP 3 / DUBUQUE,DUBUQUE,FIREBALL CINNAMON WHISKEY,48,$72.00
03/11/2024,QUIK TRIP #554 / SW 63RD DM,DES MOINES,NEW AMSTERDAM 80PRF,2,$12.00
03/12/2024,LIQUORLAND / BURLINGTON,BURLINGTON,JOSE CUERVO ESPECIAL REPOSADO,2,$10.90
03/12/2024,MARSHALL BEER WINE SPIRITS,MARSHALLTOWN,WOODFORD RESERVE,6,$243.00
03/12/2024,CASEY'S GENERAL STORE #72 / TIPTON,TIPTON,CAPTAIN MORGAN ORIGINAL SPICED BARREL,4,$113.96
03/12/2024,CASEY'S GENERAL STORE #1446 / LISBON,LISBON,BLACK VELVET,18,$310.50
03/12/2024,"CENTRAL CITY LIQUOR, INC.",DES MOINES,PATRON SILVER 100ML,1,$8.73
03/12/2024,THE STATION / CEDAR RAPIDS,CEDAR RAPIDS,FIREBALL CINNAMON WHISKEY,24,$192.00
03/12/2024,HY-VEE / CHARLES CITY,CHARLES CITY,OLMECA ALTOS PLATA,2,$47.98
03/12/2024,WESTSIDE SPIRITS / CEDAR RAPIDS,CEDAR RAPIDS,BIRD DOG BLACKBERRY,2,$34.50
03/12/2024,RIVER DRIVE SMOKE SHOP,DAVENPORT,CROWN ROYAL GOLDEN APPLE,1,$187.49
03/12/2024,FAREWAY STORES #912 / SIOUX CENTER,SIOUX CENTER,FIREBALL CINNAMON WHISKEY MINI SLEEVE,36,$232.20
03/12/2024,FAREWAY STORES #067 / EVANSDALE,EVANSDALE,PINNACLE WHIPPED,1,$9.75
03/13/2024,CASEY'S GENERAL STORE #2764 / HIAWATHA,HIAWATHA,PAUL MASSON GRANDE AMBER BRANDY VS,5,$24.15
03/13/2024,HY-VEE (1530) / PLEASANT HILL,PLEASANT HILL,SOOH OLE SMOKY BLACKBERRY MOONSHINE,6,$117.00
03/13/2024,HY-VEE / WINDSOR HEIGHTS,WINDSOR HEIGHTS,TIPPY COW VANILLA SOFT SERVE,2,$30.00
03/13/2024,HY-VEE FOOD STORE #4 / SIOUX CITY,SIOUX CITY,BACARDI SUPERIOR,6,$139.50
03/13/2024,CASEY'S GENERAL STORE #2208 / OTTUMWA,OTTUMWA,CROWN ROYAL BLACKBERRY,12,$314.88
03/13/2024,HY-VEE FOOD STORE #1 (1013) / AMES,AMES,BURNETTS VODKA 80PRF,12,$81.00
03/13/2024,"CHARLIE'S WINE AND SPIRITS,",SIOUX CITY,UV BLUE RASPBERRY LEMONADE PET,2,$19.18
03/14/2024,HY-VEE FOOD STORE / FAIRFIELD,FAIRFIELD,JACK DANIELS MCLAREN EDITION 2,12,$393.36
03/14/2024,HY-VEE / WAUKEE,WAUKEE,BELVEDERE PURE,6,$148.44
03/14/2024,BREW COFFEE WINE SPIRIT AND CIGARS,LE MARS,THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA,4,$50.04
03/14/2024,HY-VEE / WAVERLY,WAVERLY,EVAN WILLIAMS BLACK PET,3,$40.50
03/14/2024,CENTRAL CITY 2,DES MOINES,OLD OVERHOLT RYE,24,$415.44
03/14/2024,WAL-MART 1732 / DENISON,DENISON,CROWN ROYAL PEACH,12,$314.88
03/14/2024,"CENTRAL CITY LIQUOR, INC.",DES MOINES,DON JULIO REPOSADO,6,$301.44
03/14/2024,HY-VEE FOOD STORE / WEBSTER CITY,WEBSTER CITY,SCORESBY RARE SCOTCH,6,$99.00
03/14/2024,BREW COFFEE WINE SPIRIT AND CIGARS,LE MARS,GREY GOOSE,3,$85.50
03/14/2024,SAM'S CLUB 6472 / COUNCIL BLUFFS,COUNCIL BLUFFS,JAGERMEISTER LIQUEUR,24,$627.12
03/14/2024,HY-VEE WINE AND SPIRITS (1628) / SPIRIT LAKE,SPIRIT LAKE,PATRON SILVER,3,$126.00
03/14/2024,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,JOSE CUERVO ESPECIAL REPOSADO,3,$96.75
03/14/2024,SYCAMORE CONVENIENCE,WATERLOO,BLACK VELVET,24,$117.12
03/15/2024,FAREWAY STORES #983 / GRIMES,GRIMES,BLUE OX VODKA,12,$70.20
03/15/2024,CASEY'S GENERAL STORE #2304 / SLATER,SLATER,FIREBALL CINNAMON WHISKEY 100ML CARRIER,8,$72.00
03/15/2024,QUIK TRIP #562 / NE 14TH / DSM,DES MOINES,MCCORMICK 80PRF VODKA,4,$7.16
03/15/2024,WORLD LIQUOR & TOBACCO + VAPORS / DES MOINES,DES MOINES,FIREBALL CINNAMON WHISKEY,240,$360.00
03/15/2024,HY-VEE FOOD STORE (1396) / MARION,MARION,TITOS HANDMADE VODKA,60,"$1,710.00"
03/15/2024,QUIK TRIP #500 / HUBBELL DM,DES MOINES,HENNESSY VS,12,$206.88
03/15/2024,KUM & GO #572 / URBANDALE,URBANDALE,BLACK VELVET,1,$9.00
03/17/2024,SUPER QUICK 2 / HUBBELL,DES MOINES,JIM BEAM HONEY,2,$33.00
03/17/2024,QUIK TRIP #534 / E UNIVERSITY DM,DES MOINES,TITOS HANDMADE VODKA MINI,1,$19.20
03/17/2024,LIGHTNING LIQUOR AND SMOKE SHOP - BURLINGTON,BURLINGTON,HENNESSY VS,8,$89.92
03/17/2024,HY-VEE #2 / DUBUQUE,DUBUQUE,USHERS GREEN STRIPE,6,$90.00
03/17/2024,INGERSOLL WINE MERCHANTS,WEST DES MOINES,SKREWBALL PEANUT BUTTER WHISKEY MINI,2,$42.00
03/18/2024,CASEY'S GENERAL STORE #2919 / MARION,MARION,NEW AMSTERDAM PINK WHITNEY MINI CLEAR-SHRINK,12,$83.04
03/18/2024,CASEY'S GENERAL STORE #3896 / CENTER POINT,CENTER POINT,TRAVELLER BLENDED NO 40,12,$360.00
03/18/2024,CASEY'S GENERAL STORE #2835 / AVOCA,AVOCA,99 PEPPERMINT MINI,1,$77.40
03/18/2024,CASEY'S GENERAL STORE #3291,COGGON,TITOS HANDMADE VODKA,12,$97.56
03/18/2024,HY-VEE #4 / WDM,WEST DES MOINES,SAUZA GOLD MINI,1,$8.10
03/18/2024,WAL-MART 5115 / DAVENPORT,DAVENPORT,FIREBALL CINNAMON WHISKEY PET,12,$162.00
03/18/2024,WESTSIDE SPIRITS / CEDAR RAPIDS,CEDAR RAPIDS,CROWN ROYAL PEACH,2,$52.48
03/18/2024,NORTH SIDE LIQUOR & TOBACCO / DUBUQUE,DUBUQUE,SMIRNOFF 80PRF,12,$148.56
03/18/2024,THE DEPOT OXFORD LLC,OXFORD,BLACK VELVET,24,$117.12
03/18/2024,GD XPRESS / DAVENPORT,DAVENPORT,GREY GOOSE,12,$81.00
03/18/2024,HY-VEE WINE & SPIRITS #2 / DAVENPORT,DAVENPORT,SMIRNOFF 80PRF PET,6,$132.78
03/18/2024,BEECHER LIQUOR / DUBUQUE,DUBUQUE,TEQUILA ROSE LIQUEUR,1,$20.25
03/19/2024,HY-VEE GAS #2 / CORALVILLE,CORALVILLE,99 PEPPERMINT MINI,1,$77.40
03/19/2024,STAMMER LIQUOR CORP,SHELDON,CHAMBORD LIQUEUR ROYALE DE FRANCE,1,$30.00
03/19/2024,CROSSROADS / HAMPTON,HAMPTON,BUZZBALLZ BIGGIES TEQUILA RITA,3,$45.00
03/19/2024,MCNALLY'S SUPER VALU,GRINNELL,BLACK VELVET APPLE,4,$36.00
03/19/2024,KUM & GO #507 / NORTH LIBERTY,NORTH LIBERTY,CASAMIGOS BLANCO,2,$46.48
03/19/2024,HY-VEE FOOD STORE #2 / STATE ANKENY,ANKENY,ELIJAH CRAIG SMALL BATCH 2024 PGA  CHAMPIONSHIP ED.,1,$27.75
03/19/2024,OASIS WINE AND SPIRITS - WINTERSET,WINTERSET,CAPTAIN MORGAN PRIVATE STOCK,6,$179.94
03/19/2024,HY-VEE WINE AND SPIRITS / HARLAN,HARLAN,NEW AMSTERDAM RED BERRY,6,$72.00
03/20/2024,FAREWAY STORES #925 / ALTOONA,ALTOONA,CANADIAN CLUB WHISKY,6,$130.50
03/20/2024,BROADWAY LIQUOR,WATERLOO,FIREBALL CINNAMON WHISKEY PET,12,$162.00
03/20/2024,FAREWAY STORES #412 / OELWEIN,OELWEIN,LUNAZUL BLANCO,2,$40.50
03/20/2024,HY-VEE FOOD STORE (1011) / ALTOONA,ALTOONA,HAWKEYE VODKA,6,$67.50
03/20/2024,TOBACCO SHOP / ARNOLDS PARK,ARNOLDS PARK,MR BOSTON WATERMELON SCHNAPPS,2,$15.00
03/20/2024,HY-VEE FOOD STORE (1324) / KEOKUK,KEOKUK,FRIS DANISH VODKA,60,$764.40
03/20/2024,HY-VEE WINE AND SPIRITS (1022) / ANKENY,ANKENY,ADMIRAL NELSON SPICED,12,$216.00
03/20/2024,HY-VEE FOOD STORE #2 (1285) / IOWA CITY,IOWA CITY,EVAN WILLIAMS BOTTLED IN BOND,12,$198.00
03/20/2024,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,CEDAR RIDGE MALTED RYE,6,$177.06
03/20/2024,HY-VEE FOOD STORE / IOWA CITY,IOWA CITY,PAMA POMEGRANATE LIQUEUR,6,$108.00
03/20/2024,HY-VEE FOOD STORE / IOWA CITY,IOWA CITY,JIM BEAM PET,12,$198.00
03/20/2024,SAM'S CLUB 6568 / AMES,AMES,JAGERMEISTER LIQUEUR,12,$313.56
03/20/2024,TARGET STORE T-1768 / CEDAR RAPIDS,CEDAR RAPIDS,CEDAR RIDGE MALTED RYE,6,$177.06
03/21/2024,CASEY'S GENERAL STORE #1910 / JOHNSTON,JOHNSTON,JAMESON,1,$26.24
03/21/2024,CASEY'S GENERAL STORE #1374 / COLFAX,COLFAX,HAWKEYE VODKA,6,$67.50
03/21/2024,WAL-MART 1361 / SIOUX CITY,SIOUX CITY,TEQUILA OCHO PLATA,6,$225.00
03/21/2024,TOBACCO HUT & LIQUOR,COUNCIL BLUFFS,JACK DANIELS OLD #7 BLACK LABEL MINI,1,$17.25
03/21/2024,HY-VEE #3 / BDI / DES MOINES,DES MOINES,SMIRNOFF ORANGE,120,"$1,665.60"
03/21/2024,FAREWAY STORES #093 / AMES,AMES,JIM BEAM,12,$198.00
03/21/2024,CASEY'S GENERAL STORE # 2253/ CLIVE,CLIVE,SMIRNOFF ZERO SUGAR INFUSION WATERMELON & MINT,6,$74.28
03/21/2024,WILKIE LIQUORS,MOUNT VERNON,TORADA GOLD,24,$263.52
03/21/2024,SAM'S CLUB 6344 / WINDSOR HEIGHTS,WINDSOR HEIGHTS,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR,24,$611.76
03/21/2024,WAL-MART 3590 / SIOUX CITY,SIOUX CITY,EL JIMADOR REPOSADO,12,$243.00
03/21/2024,NORTHSIDE LIQUOR AND GROCERY / MASON CITY,MASON CITY,CROWN ROYAL,12,$368.88
03/21/2024,WAL-MART 2764 / ALTOONA,ALTOONA,CANADIAN LTD WHISKY,6,$90.00
03/22/2024,CIRCLE K #22654122 / BOONE,BOONE,HAWKEYE VODKA,24,$72.00
03/22/2024,HY-VEE #3 / DUBUQUE,DUBUQUE,BAILEYS ORIGINAL IRISH CREAM 100ML,4,$250.56
03/22/2024,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,MARION,FIVE STAR,24,$75.36
03/22/2024,KUM & GO #3156 / CLIVE,CLIVE,BLACK VELVET,3,$51.75
03/22/2024,CASEY'S GENERAL STORE #3645 / LONE TREE,LONE TREE,CAPTAIN MORGAN ORIGINAL SPICED BARREL,6,$170.94
03/22/2024,FAREWAY STORES #940 / ATLANTIC,ATLANTIC,NEW AMSTERDAM GIN,12,$162.00
03/22/2024,FAREWAY STORES #470 / PERRY,PERRY,BASIL HAYDEN 8YR,12,$405.00
03/22/2024,LOCAL LIQUOR / PANORA,PANORA,ABSOLUT PEARS,3,$44.97
03/22/2024,POLK CITY LIQUOR / POLK CITY,POLK CITY,EH TAYLOR JR SINGLE BARREL,1,$57.00
03/22/2024,KUM & GO #1046 / WALNUT,WALNUT,99 BANANAS MINI,1,$77.40
03/24/2024,EASYGO,DES MOINES,JACK DANIELS OLD #7 BLACK LABEL MINI,12,$207.00
03/25/2024,OSCO #1118 / CLINTON,CLINTON,PLATINUM 7X VODKA,12,$169.92
03/25/2024,CASEY'S GENERAL STORE #1020  / LE CL,LE CLAIRE,TITOS HANDMADE VODKA,12,$97.56
03/25/2024,WILKIE LIQUORS,MOUNT VERNON,GRANGALA TRIPLE ORANGE LIQUEUR,24,$414.00
03/25/2024,HY-VEE #4 / WDM,WEST DES MOINES,ON THE ROCKS EFFEN COSMOPOLITAN,24,$450.00
03/25/2024,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,DAVENPORT,OLMECA ALTOS PLATA,6,$143.94
03/25/2024,HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS,CEDAR RAPIDS,99 PEPPERMINT,48,$72.00
03/25/2024,CASEY'S GENERAL STORE #2566 / ELY,ELY,99 APPLES MINI DISPLAY,1,$77.40
03/26/2024,HY-VEE FOOD STORE / MUSCATINE,MUSCATINE,KINKY PEACH MANGO MINI,2,$14.52
03/26/2024,NEIGHBORHOOD LIQUOR HOUSE / ANKENY,ANKENY,ADMIRAL NELSON SPICED MINI,8,$67.92
03/26/2024,CASEY'S GENERAL STORE # 3512/ INDIANOLA,INDIANOLA,NEW AMSTERDAM PINK WHITNEY MINI,6,$41.52
03/26/2024,HY-VEE FOOD STORE / CARROLL,CARROLL,PARAMOUNT APRICOT BRANDY,4,$34.52
03/26/2024,CASEY'S GENERAL STORE #3009 / SIOUX CITY,SIOUX CITY,99 FRUITS MINI,1,$77.40
03/26/2024,CASEY'S GENERAL STORE #1898 / OSCEOLA,OSCEOLA,MCCORMICK 80PRF VODKA PET,24,$66.24
03/26/2024,CASEY'S GENERAL STORE #2431 / SIOUX CENTER,SIOUX CENTER,FIREBALL CINNAMON WHISKEY 100ML CARRIER,16,$144.00
03/26/2024,SELECT MART / SIOUX CITY,SIOUX CITY,99 PUNCHES VARIETY MINI,1,$77.40
03/27/2024,HY-VEE FOOD STORE (1324) / KEOKUK,KEOKUK,WILD TURKEY AMERICAN HONEY,4,$69.00
03/27/2024,FAREWAY STORES #034 / IOWA CITY,IOWA CITY,PARAMOUNT WHITE RUM,6,$72.00
03/27/2024,BENZ DISTRIBUTING,CEDAR RAPIDS,DR MCGILLICUDDYS CHERRY,24,$405.12
03/27/2024,FAREWAY STORES #909 / ANKENY,ANKENY,HAWKEYE VODKA,6,$18.00
03/27/2024,HY-VEE (1530) / PLEASANT HILL,PLEASANT HILL,NELSON BROS. WHISKEY COGNAC CASK,2,$135.00
03/27/2024,BREW COFFEE WINE SPIRIT AND CIGARS,LE MARS,MR BOSTON BLACKBERRY BRANDY,6,$99.00
03/27/2024,BANCROFT LIQUOR STORE,BANCROFT,TEQUILA ROSE LIQUEUR MINI,1,$8.85
03/28/2024,CASEY'S GENERAL STORE #38 / TREYNOR,TREYNOR,CAPTAIN MORGAN ORIGINAL SPICED,2,$28.48
03/28/2024,KWIK SPIRITS #560 / CEDAR RAPIDS,CEDAR RAPIDS,NEW AMSTERDAM 80PRF,12,$144.00
03/28/2024,PRIME WINE AND SPIRITS / MASON CITY,MASON CITY,TITOS HANDMADE VODKA,12,$97.56
03/29/2024,1ST STOP BEVERAGE SHOP,DES MOINES,99 PUNCHES VARIETY MINI,3,$232.20
03/29/2024,ROY'S FOODLAND,SHELLSBURG,JOSE CUERVO ESPECIAL REPOSADO,2,$36.00
03/29/2024,CASEY'S GENERAL STORE #2899 / DE SOTO,DE SOTO,JAMESON,2,$52.48
03/29/2024,HY-VEE / DECORAH,DECORAH,FIVE O'CLOCK VODKA,12,$83.88
03/29/2024,JET STOP NEW LONDON / NEW LONDON,NEW LONDON,THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA,24,$126.00
03/29/2024,CASEY'S GENERAL STORE #2019 / WEST BURLINGTON,WEST BURLINGTON,MCCORMICK 80PRF VODKA PET,6,$74.16
03/29/2024,HY-VEE FOOD STORE (1058) / CENTERVILLE,CENTERVILLE,JOSE CUERVO ESPECIAL REPOSADO,12,$216.00
03/29/2024,HY-VEE FOOD STORE #1 (1504) / OTTUMWA,OTTUMWA,BARTON NATURALS VODKA,18,$190.62
03/29/2024,CASEY'S GENERAL STORE # 3518/ DES MOINES,DES MOINES,JAMESON,2,$52.48
03/29/2024,FAREWAY STORES #941 / GREENFIELD,GREENFIELD,SEAGRAMS 7 CROWN,6,$125.94
03/29/2024,FAREWAY STORES #840 / MONTICELLO,MONTICELLO,BARTON NATURALS VODKA,60,$635.40
04/01/2024,CASEY'S GENERAL STORE #2778 / CEDAR,CEDAR RAPIDS,JOSE CUERVO ESPECIAL SILVER,12,$216.00
04/01/2024,ESSENTIALS / CEDAR RAPIDS,CEDAR RAPIDS,HAWKEYE VODKA,12,$78.36
04/01/2024,OSCO #1118 / CLINTON,CLINTON,GRAND MARNIER CORDON ROUGE,2,$70.50
04/01/2024,HY-VEE #4 / DAVENPORT,DAVENPORT,FIREBALL CINNAMON WHISKEY PET,12,$162.00
04/01/2024,DEPOT NORWAY,NORWAY,SKREWBALL PEANUT BUTTER WHISKEY MINI,1,$21.00
04/01/2024,BIG G FOOD STORE,MARENGO,99 BANANAS,2,$22.50
04/01/2024,HY-VEE #7 / CEDAR RAPIDS,CEDAR RAPIDS,REDEMPTION STRAIGHT RYE RUM CASK FINISH,1,$37.25
04/01/2024,BREW OIL #80 / WEST DES MOINES,WEST DES MOINES,99 BANANAS,48,$72.00
04/01/2024,SID'S BEVERAGE SHOP,DUBUQUE,MAKERS MARK,12,$405.00
04/02/2024,RIVERSIDE LIQUOR,DAVENPORT,TITOS HANDMADE VODKA,12,$97.56
04/02/2024,PEARL CITY TOBACCO & LIQUOR OUTLET / MUSCATINE,MUSCATINE,DON JULIO 1942,1,$138.74
04/02/2024,HY-VEE DOLLAR FRESH / MAQUOKETA,MAQUOKETA,ARROW PEPPERMINT SCHNAPPS,12,$67.56
04/02/2024,WALGREENS #11710 / NORTH LIBERTY,NORTH LIBERTY,CASAMIGOS MEZCAL JOVEN,6,$314.94
04/02/2024,CAR-GO-EXPRESS / SUTHERLAND,SUTHERLAND,FIREBALL CINNAMON WHISKEY,4,$96.00
